title,url,ingredient
술안주로 만든 육회..,http://www.10000recipe.com/recipe/7005805,"[['소고기육회300g'], ['배1개'], ['달걀1개'], ['간장2큰술'], ['설탕2큰술'], ['다진파조금'], ['다진마늘조금'], ['참기름1큰술'], ['깨소금조금']]"
골뱅이요리 골뱅이 볶음 안주 추천,http://www.10000recipe.com/recipe/7005806,"[['통조림골뱅이1캔'], ['마늘10개'], ['양파1/2개'], ['청양고추3개'], ['간장2큰술'], ['맛술1큰술'], ['설탕1큰술'], ['올리고당1큰술'], ['통깨약간'], ['식용유1큰술']]"
홈메이드 피자토스트 만들기 황금레시피,http://www.10000recipe.com/recipe/7005807,"[['식빵3장'], ['토마토스파게티소스3숟가락'], ['연유버터스프레드3숟가락'], ['베이컨3장'], ['옥수수콘3숟가락'], ['피자치즈1줌'], ['파슬리가루3꼬집']]"
맑고 개운한 콩나물국을 끓여봐요,http://www.10000recipe.com/recipe/7005808,"[['콩나물300g'], ['대파50g'], ['청양고추1개'], ['물1.3L'], ['다진마늘1스푼'], ['참치액젓1스푼'], ['국간장4스푼'], ['다시다2티스푼']]"
소세지야채볶음 레시피 쏘야볶음 도시락반찬 소세지볶음 술안주,http://www.10000recipe.com/recipe/7005809,"[['소세지360g'], ['양파1/2개'], ['청양고추1개'], ['청고추1개'], ['당근1/5개'], ['오일1.5큰술'], ['통깨적당량'], ['고추장1큰술'], ['고춧가루1작은술'], ['케찹2큰술'], ['간장1큰술'], ['설탕1큰술'], ['다진마늘1작은술'], ['다시마육수2큰술']]"
일본식 계란샌드위치! 폭신한 타마고산도 만들기,http://www.10000recipe.com/recipe/7005810,"[['식빵2장'], ['계란3개'], ['우유50ml'], ['맛술1T'], ['쯔유1T'], ['설탕1T'], ['식용유조금'], ['홀그레인머스터드1T'], ['마요네즈1T']]"
연유 달고나라떼 만들기☕️ㅣCondensed milk dalgona latte recipe ㅣ 홈카페 레시피,http://www.10000recipe.com/recipe/7005811,"[['인스턴트커피2T'], ['연유2T'], ['뜨거운물2T'], ['얼음적당량'], ['우유150ml']]"
브로콜리 두부무침 브로콜리 데치기 시간 세척 브로콜리요리,http://www.10000recipe.com/recipe/7005812,"[['브로콜리1송이'], ['두부160gx1개'], ['식초2큰술'], ['참치액1큰술'], ['통깨1큰술'], ['참기름1큰술']]"
오이 노각무침 만드는 법 여름 반찬 늙은 오이무침 레시피 노각요리,http://www.10000recipe.com/recipe/7005813,"[['노각400g'], ['다진파2큰술'], ['물엿3큰술'], ['굵은소금1큰술'], ['고춧가루2큰술'], ['통깨1큰술'], ['설탕0.5큰술'], ['매실청1큰술'], ['고추장1큰술'], ['참기름1큰술']]"
간단 삼계탕 끓이는 법 녹닭죽 압력솥 녹두삼계탕 닭백숙 끓이는 법,http://www.10000recipe.com/recipe/7005814,"[['닭6호'], ['찹쌀1컵'], ['녹두1컵'], ['수삼1뿌리'], ['삼계탕국물재료'], ['통마늘10개'], ['밤말린것5개'], ['대추7개'], ['은행10개'], ['양파1/2개'], ['대파20cm'], ['물1000ml'], ['녹두와찹쌀죽'], ['당근1큰술'], ['쪽파1큰술'], ['김가루']]"
소세지야채볶음 레시피 쏘야볶음 닭가슴살 소세지볶음요리,http://www.10000recipe.com/recipe/7005815,"[['닭가슴살소세지4개'], ['노랑파프리카'], ['빨강파프리카'], ['꽈리고추'], ['굴소스2큰술'], ['맛술1큰술'], ['식용유1큰술'], ['후추약간']]"
참나물무침 만드는 법 나물반찬 참나물요리 참나물효능,http://www.10000recipe.com/recipe/7005816,"[['참나물데친것280g'], ['대파흰대2큰술'], ['식초2큰술'], ['굵은소금0.5큰술'], ['국간장1큰술'], ['참치액1큰술'], ['다진마늘1작은술'], ['깨1큰술'], ['참기름1큰술']]"
백종원 두부조림 양념장 만들기 들기름 두부구이 간단한 두부요리,http://www.10000recipe.com/recipe/7005817,"[['두부320g'], ['꽈리고추5개'], ['대파10cm'], ['양파1/2개'], ['들기름1큰술'], ['카놀라유1큰술'], ['진간장3큰술'], ['참치액1큰술'], ['다진마늘1큰술'], ['고춧가루2큰술'], ['매실청1큰술'], ['맛술1큰술']]"
백종원 감자스프 만들기 감자수프 만드는 법 전자레인지 감자삶기,http://www.10000recipe.com/recipe/7005818,"[['감자중2개'], ['양파1/2개'], ['버터20g'], ['우유2.5컵'], ['소금0.5큰술'], ['설탕0.5큰술'], ['후춧가루약간'], ['식빵2장'], ['버터10g']]"
김치전 바삭하게 만드는 법 베이컨 김치부침개 레시피,http://www.10000recipe.com/recipe/7005819,"[['배추김치5장'], ['베이컨90g3줄'], ['부침가루1컵'], ['고춧가루1큰술'], ['전분가루2큰술'], ['설탕0.5큰술'], ['참치액1큰술'], ['식용유적당히']]"
미역오이냉국 레시피 백종원 오이미역냉국 미역오이냉국 만드는 법,http://www.10000recipe.com/recipe/7005820,"[['오이2/3개'], ['건미역5g'], ['청양고추1개'], ['대파1큰술'], ['홍고추1개'], ['참치액1큰술'], ['국간장2큰술'], ['다진마늘0.5큰술'], ['설탕4큰술'], ['식초6큰술'], ['물600ml']]"
꾸덕한 그릭요거트 만들기 전자레인지 수제요거트 다이어트음식,http://www.10000recipe.com/recipe/7005821,"[['우유900ml1통'], ['요구르트파우더2gx2개']]"
닭꼬치덮밥 ) 반찬이 필요없는 완전 초단간 덮밥만들기~,http://www.10000recipe.com/recipe/7005822,"[['밥130g'], ['닭꼬치3개'], ['마요네즈조금'], ['김가루조금']]"
초복 몸보신요리~남편의 기를 살려줄 해물삼계탕 만들기 삼계탕 레시피,http://www.10000recipe.com/recipe/7005823,"[['닭삼계탕용2마리'], ['전복3마리'], ['새우8마리'], ['모시조개200g'], ['통마늘14개'], ['대추12개'], ['불린찹쌀6~7T'], ['한방재료삼계탕용14팩'], ['인삼1개']]"
김자반 보다 맛있는 김구이 김구이 양념 양념 김구이,http://www.10000recipe.com/recipe/7005824,"[['파래김8장'], ['식용유적당량'], ['참기름적당량'], ['고추가루3~4g1/2스푼'], ['설탕1스푼10g'], ['진간장1스푼8g'], ['간마늘대략5g1/4스푼'], ['고추장1스푼30g'], ['참기름2스푼10g'], ['통깨조금']]"
중화 비빔밥 짬뽕만큼 잘팔린다는 중화비빔면 만들기 중화비빔밥 레시피,http://www.10000recipe.com/recipe/7005825,"[['밥또는면2~3인분'], ['양배추100~120g'], ['대파60g1/2대'], ['당근40~50g'], ['호박100g'], ['오징어150g'], ['식용유4스푼20g'], ['다진마늘10g1/2스푼'], ['고추가루1스푼7g'], ['진간장1스푼8g'], ['물100cc'], ['고추가루1스푼7g'], ['청양고추가루1스푼7g'], ['설탕2스푼20g'], ['고추장2스푼60g'], ['된장15g1/2스푼'], ['물엿1스푼10g'], ['참기름1스푼5g'], ['굴소스1스푼14g'], ['물4스푼32g']]"
#새우요리 #간장새우장만들기 #간장새우장간장만들기 #간장게장간장만들기 #밥도둑,http://www.10000recipe.com/recipe/7005826,"[['새우500g'], ['배1/2개'], ['사과1/2개'], ['양파1/2개'], ['삼계탕재료35g1팩'], ['어간장8큰술'], ['꿀4큰술'], ['깐마늘3개'], ['소주2큰술'], ['위스키2큰술'], ['설탕2큰술'], ['홍고추1개'], ['청양고추1개'], ['코인육수2알'], ['물1.2L']]"
명태껍질볶음 명태껍질튀김 명태껍질조림 밑반찬,http://www.10000recipe.com/recipe/7005827,"[['명태껍질80g'], ['청양고추4개'], ['식용유3큰술'], ['마늘1큰술'], ['생강청1/2큰술'], ['설탕1/2큰술'], ['고춧가루1큰술'], ['올리고당2큰술'], ['참기름1큰술'], ['통깨1큰술']]"
초당옥수수 버터구이 에어프라이어 요리 마약옥수수,http://www.10000recipe.com/recipe/7005828,"[['초당옥수수2개'], ['파마산치즈가루적당량'], ['파슬리가루적당량'], ['버터2'], ['마요네즈2'], ['연유1'], ['소금1꼬집']]"
검은 콩국수 서리태콩국수 불리지않고 콩 삶는 법,http://www.10000recipe.com/recipe/7005829,"[['검은콩1컵'], ['소금1큰술'], ['통깨1큰술'], ['생수7컵']]"
도토리묵김무침 레시피 아이반찬,http://www.10000recipe.com/recipe/7005830,"[['도토리묵1/2모'], ['조미김1봉'], ['진간장1T'], ['설탕0.5T'], ['참기름1T'], ['통깨'], ['다진대파1T']]"
닭가슴살오이보트 만드는법,http://www.10000recipe.com/recipe/7005831,"[['오이1개'], ['크래미2개'], ['닭가슴살1덩이'], ['후추'], ['마요네즈3T'], ['스리라차소스1T']]"
오이도토리묵무침 레시피 도토리묵요리,http://www.10000recipe.com/recipe/7005832,"[['도토리묵1모'], ['오이1개'], ['양파1/4개'], ['참기름'], ['통깨'], ['고춧가루2T'], ['진간장4T'], ['설탕1T'], ['매실청1T'], ['식초2T']]"
팽이버섯소고기말이 레시피,http://www.10000recipe.com/recipe/7005833,"[['팽이버섯1봉지'], ['불고기용소고기150g'], ['소금0.5T'], ['후추0.5T'], ['간장2T'], ['맛술1T'], ['고추냉이0.5T']]"
양념 소스가 맛좋은 오징어볶음 레시피,http://www.10000recipe.com/recipe/7005834,"[['오징어4마리'], ['식용유3T'], ['다진마늘1T'], ['대파10cm'], ['식초1/2T'], ['양배추2줌'], ['설탕1T'], ['깨톡톡'], ['고춧가루2T'], ['맛술2T'], ['간장6T'], ['설탕1T'], ['다진마늘0.5T']]"
된장으로 쌈장 만들기 대파쌈장 레시피,http://www.10000recipe.com/recipe/7005835,"[['된장3T'], ['고추장1.5T'], ['매실액기스1.5T'], ['참기름1.5T'], ['올리고당1.5T'], ['대파1대'], ['깨소금1T']]"
병아리콩 콩국수,http://www.10000recipe.com/recipe/7005836,"[['병아리콩2컵'], ['끓인콩물1컵'], ['생수1컵'], ['잣3큰술'], ['소면1인분'], ['오이채약간'], ['삶은달걀1/2개'], ['토마토2조각'], ['검은깨약간'], ['소금약간']]"
백종원 가지볶음,http://www.10000recipe.com/recipe/7005837,"[['가지2개'], ['대파1대'], ['양파1/2개'], ['홍고추1개'], ['진간장2T'], ['굴소스1T'], ['올리고당1T'], ['다진마늘1T'], ['참기름1T'], ['통깨1T']]"
깊은 맛이 나면서 감칠맛까지 나는 깐메추리알장조림 레시피,http://www.10000recipe.com/recipe/7005838,"[['깐메추리알260g'], ['비엔나소시지250g'], ['새송이버섯1개'], ['사골육수210g'], ['간장70ml'], ['물엿4큰술'], ['통깨약간']]"
아삭아삭한 오이 무침에 단무지 넣어 보세요.,http://www.10000recipe.com/recipe/7005839,"[['오이1개'], ['소금0.5숟가락'], ['단무지80g'], ['물500ml'], ['참치액1숟가락'], ['식초1숟가락'], ['참기름1숟가락'], ['설탕1숟가락'], ['굵은고춧가루1숟가락']]"
집들이 메뉴 호불호 없는 간장등갈비찜 레시피,http://www.10000recipe.com/recipe/7005840,"[['등갈비2줄'], ['파프리카2개'], ['새송이버섯2개'], ['양파1개'], ['콜라200ml'], ['대파2대'], ['양파1개'], ['파뿌리1줌'], ['마늘5~6개'], ['월계수잎2~3장'], ['통후추1T'], ['맛술1/2컵'], ['간장100ml'], ['물엿50ml'], ['조청30ml'], ['굴소스1T'], ['맛술3T'], ['설탕1T'], ['생강분말1.5t']]"
전복찜 안 먹으면 손해! 여름 보양식 쫄깃하고 맛있는 전복요리 전복 손질법 활전복요리,http://www.10000recipe.com/recipe/7005841,"[['전복4마리'], ['생강슬라이스3g'], ['맛간장2큰술'], ['물1큰술'], ['맛술2큰술'], ['참기름1큰술'], ['올리고당1큰술'], ['통깨약간']]"
"애호박비빔국수 (고기국수, 비빔국수양념 초간단 점심메뉴)",http://www.10000recipe.com/recipe/7005842,"[['소면1.5인분'], ['애호박1/3개'], ['표고버섯1개'], ['동파육약간'], ['들기름2T'], ['통깨약간'], ['소금2꼬집'], ['진간장2T'], ['다진마늘1T'], ['스테비아1T'], ['고춧가루1T']]"
"토마토바질청 만들기, 토마토를 이용한 시원한 여름음료 토마토바질에이드",http://www.10000recipe.com/recipe/7005843,"[['토마토300g'], ['바질10g'], ['설탕300g'], ['레몬즙3T']]"
감자사과전 바삭바삭 감자에 사과를 더해보세요,http://www.10000recipe.com/recipe/7005844,"[['감자2개'], ['사과1/2개'], ['전분가루2.5큰술'], ['시나몬가루1/2큰술'], ['소금1/3큰술']]"
초간단 잔치국수 만드는 법 멸치 국수 육수 레시피 소면 삶는 법,http://www.10000recipe.com/recipe/7005845,"[['소면2줌'], ['양파1/2개'], ['애호박1/4개'], ['당근조금'], ['대파1대'], ['동전육수2개'], ['간장3T'], ['다진마늘0.5T'], ['연두1T'], ['설탕0.5T'], ['매실1T'], ['맛술1T'], ['고추가루1T'], ['청양고추2개']]"
양배추참치덮밥 고소한 저칼로리 식단,http://www.10000recipe.com/recipe/7005846,"[['양배추1/4'], ['계란1개'], ['파2스푼'], ['양파1/2개'], ['굴소스1스푼'], ['맛술1스푼'], ['참기름1스푼'], ['참깨톡톡'], ['후추톡톡'], ['참치1/2통']]"
쉽게 찹쌀 꿔바로우 만드는법,http://www.10000recipe.com/recipe/7005847,"[['돼지고기앞다리살400g'], ['감자전분4큰술'], ['오일1/2컵'], ['맛술1큰술'], ['소금2꼬집'], ['후추약간'], ['양조간장2스푼'], ['설탕2스푼'], ['식초3스푼'], ['굴소스1/2스푼'], ['다진마늘1스푼'], ['다진생강1/2작은술'], ['고추기름1스푼'], ['대파5cm1토막'], ['노란파프리카약간'], ['빨간파프리카약간'], ['적양파약간']]"
제철 감자요리 바삭한 치즈 감자채전 만들기 간단한 감자전 레시피,http://www.10000recipe.com/recipe/7005848,"[['감자4개'], ['베이컨4줄'], ['피자치즈1.5컵']]"
"초간단 반찬! 상추겉절이 만들기, 상추무침",http://www.10000recipe.com/recipe/7005849,"[['상추20장'], ['고춧가루1큰술'], ['다진마늘1큰술'], ['진간장1큰술'], ['참기름or들기름1큰술'], ['설탕0.5큰술'], ['통깨가루1큰술']]"
시원한 김치말이 국수(냉국수),http://www.10000recipe.com/recipe/7005850,"[['소면150g'], ['냉면육수1봉지'], ['김치2/3컵'], ['오이1/4개'], ['겨자1/2큰술'], ['설탕1/2큰술'], ['식초1/2큰술'], ['김치국물3큰술'], ['고운고춧가루1/2큰술'], ['설탕1작은술'], ['참기름1/2큰술']]"
전기밥솥으로 누룽지백숙 만드는 법,http://www.10000recipe.com/recipe/7005851,"[['닭1마리'], ['찹쌀1컵'], ['대파2대'], ['마늘10알'], ['한약재삼계탕용1봉'], ['물500ml']]"
간단하고 맛있는 바지락 된장국 끓이기,http://www.10000recipe.com/recipe/7005852,"[['집된장3'], ['애호박1/2'], ['두부1/2모'], ['청양고추2개'], ['팽이버섯1봉지'], ['멸치육수팩1개'], ['물600ml'], ['바지락2줌']]"
감자 넣은 백숙과 닭죽 한꺼번에 만드는 법,http://www.10000recipe.com/recipe/7005853,"[['닭1마리'], ['한약재삼계탕용1팩'], ['찹쌀2컵'], ['대파4대'], ['양파1개'], ['감자2개'], ['마늘20알']]"
초복 백숙 초간장 소스 만드는 법(차승원 레시피),http://www.10000recipe.com/recipe/7005854,"[['닭1마리'], ['찹쌀2공기'], ['마늘30알'], ['양파1개'], ['대파1개'], ['한약재삼계탕용1개']]"
바삭한 김치전 밀가루반죽 신김치부침개,http://www.10000recipe.com/recipe/7005855,"[['김치1/2포기'], ['부침가루1컵'], ['밀가루1컵'], ['물1컵'], ['소금1꼬집'], ['설탕1t'], ['양파1/2개']]"
압력솥 닭백숙 ~ 삼 없는 삼계탕끓이는법,http://www.10000recipe.com/recipe/7005856,"[['무항생제닭3마리'], ['통후추'], ['통마늘'], ['밤'], ['대파'], ['찹쌀밥']]"
말기만 잘하면 누구나 쌀수 있는 깻잎 치즈 야채 영양 만점 김밥 만들기,http://www.10000recipe.com/recipe/7005857,"[['밥4공기'], ['달걀7개'], ['당근1개'], ['맛살6개'], ['치즈6개'], ['깻잎20장'], ['우엉'], ['김6장'], ['오이1개'], ['참기름2큰술'], ['맛소금1/2t'], ['통깨1큰술']]"
정호영셰프의 프렌치 토스트,http://www.10000recipe.com/recipe/7005858,"[['식빵2개'], ['바나나1개'], ['달걀2개'], ['설탕1/3T'], ['땅콩버터'], ['슈가파우더'], ['초코시럽'], ['버터2T']]"
두부김치레시피 두부칼로리 묵은지안주 신김치볶음,http://www.10000recipe.com/recipe/7005859,"[['김치1/2컵'], ['두부1/2모'], ['대파1움큼'], ['간장1T'], ['고춧가루1T'], ['설탕1t'], ['통깨약간']]"
고기없이 무국 맑은 뭇국 깊은 맛,http://www.10000recipe.com/recipe/7005860,"[['무1주먹'], ['참기름1숟가락'], ['대파1/2개'], ['다진마늘1/2숟가락'], ['들깨가루2숟가락'], ['코인육수2개']]"
삼계닭죽으로 영양 보충 한 그릇 식단 차리기,http://www.10000recipe.com/recipe/7005861,"[['닭삼계탕용1마리'], ['부추1컵'], ['당근1/4개'], ['호박1/3개'], ['양파1/2개'], ['표고버섯3~4개'], ['닭육수8~10컵'], ['소금조금'], ['후추조금'], ['참기름1큰술'], ['찰현미1컵'], ['백미1컵'], ['한약재삼계탕용1팩'], ['양파1/2개'], ['대파1개'], ['통마늘4알'], ['대추5개'], ['물넉넉하게']]"
토마토 요리 두부 파스타 토마토 두부 샐러드 만들기 다이어트 식단,http://www.10000recipe.com/recipe/7005862,"[['두부면100g'], ['양파1/2개'], ['토마토1개'], ['올리브유1수저'], ['발사믹소스1수저'], ['올리고당1수저'], ['후춧가루']]"
"고추장, 설탕 없이 만드는 키토제닉 매운 닭발 레시피",http://www.10000recipe.com/recipe/7005863,"[['냉동닭발1kg'], ['월계수잎2장'], ['다진생강1T'], ['통후추1꼬집'], ['물넉넉히'], ['고춧가루4~5T'], ['치킨스톡1T'], ['다진마늘3T'], ['리퀴드아미노스2T'], ['스테비아1T'], ['알룰로스1T'], ['소금'], ['후추'], ['소주1잔'], ['물적당히']]"
[초간단요리] 돼지고기김치찌개 만들기 / 다 때려넣고 끓이는 밥도둑 / 김치가 다했네,http://www.10000recipe.com/recipe/7005864,"[['배추김치1/2포기'], ['돼지고기500g'], ['양파1개'], ['청양고추4개'], ['대파1대'], ['다진마늘2T'], ['고춧가루1T'], ['설탕1T']]"
감자 미역국 끓이는 법,http://www.10000recipe.com/recipe/7005865,"[['건미역20g'], ['감자2개'], ['들기름4T'], ['물2L'], ['국간장2T'], ['참치액1T'], ['소금1T']]"
맑은 콩나물국 레시피,http://www.10000recipe.com/recipe/7005866,"[['콩나물300g'], ['멸치다시육수2L'], ['파1/2대'], ['다진마늘1/2T'], ['새우젓1/2T']]"
닭개장 끓이기,http://www.10000recipe.com/recipe/7005867,"[['닭고기240g'], ['대파300g'], ['물2L'], ['국간장3T'], ['고춧가루5T'], ['다진마늘1T'], ['액젓1T'], ['참기름1T'], ['굵은소금0.5T'], ['후추톡톡']]"
감자전..,http://www.10000recipe.com/recipe/7005868,"[['감자5개'], ['부침가루2T'], ['튀김가루1T']]"
[집밥] 스타우브 꼬꼬떼16으로 스테이크 솥밥 만들기,http://www.10000recipe.com/recipe/7005869,"[['버터'], ['마늘편'], ['쌀'], ['스테이크'], ['계란노른자'], ['다시마'], ['육수']]"
사리곰탕 육개장 라면 끓이기,http://www.10000recipe.com/recipe/7005871,"[['사리곰탕라면2봉'], ['파1종이컵'], ['식용유4T'], ['소고기1종이컵'], ['고춧가루3T'], ['국간장1T'], ['계란1알'], ['물1.1L']]"
깔끔 청량한 김치말이 국수,http://www.10000recipe.com/recipe/7005872,"[['국수1인분'], ['냉면육수1봉지'], ['김치적당히'], ['고추장1/2큰술'], ['메이플시럽1큰술'], ['참기름1큰술']]"
[집밥] 내맘대로 쉬운 차슈덮밥(삼겹살 간장 덮밥) feat.롯지무쇠팬,http://www.10000recipe.com/recipe/7005873,"[['삼겹살'], ['항정살'], ['가지'], ['양배추'], ['브로콜리'], ['마늘'], ['간장3'], ['참치액젓0.5'], ['생강가루'], ['후추가루'], ['아가베시럽0.5'], ['맛술2'], ['물1/2컵']]"
"딱지와 함께하는 요리교실- 밀키트로 간편하게 기력보충, \'남도미나리들깨오리탕\'",http://www.10000recipe.com/recipe/7005874,[['남도미나리들깨오리탕밀키트']]
편스토랑 찬또 이찬원 김치어묵칼국수 만드는 법,http://www.10000recipe.com/recipe/7005875,"[['물2.5L'], ['멸치50-60마리'], ['다시마손바닥크기4장'], ['칼국수면4인분'], ['꼬치어묵10개'], ['묵은지4컵'], ['양파1개'], ['당근1/2개'], ['애호박1/2개'], ['대파2대'], ['고춧가루4T'], ['진간장4T'], ['참치액젓4T'], ['설탕2T'], ['다진마늘2T'], ['후추약간']]"
밥 한그릇 뚝딱 초간단 두부 청경채 볶음 두부 청경채 단백질 다이어트 레시피,http://www.10000recipe.com/recipe/7005876,"[['두부1/2모250g'], ['청경채2개'], ['굴소스1큰술'], ['양조간장1큰술'], ['마늘1/2큰술'], ['참기름1큰술'], ['설탕1t'], ['후추톡톡'], ['깨1/2큰술']]"
편스토랑 찬또 이찬원 붉닭장조림 소고기장조림 매콤 장조림 feat. 불닭소스 메추리알 비엔나,http://www.10000recipe.com/recipe/7005877,"[['소고기양지300g'], ['대파1대'], ['양파1/2개'], ['통후추1t'], ['식초1T'], ['생강조금'], ['물2.5L'], ['고기삶은육수900ml'], ['간장150ml'], ['맛술5T'], ['황설탕3T'], ['국간장1T'], ['참치액2T'], ['불닭소스1봉지'], ['꽈리고추50g'], ['통마늘20알'], ['메추리알100g'], ['비엔나소시지10개']]"
단단백백[계란만두],http://www.10000recipe.com/recipe/7005878,"[['계란60개'], ['당면500g'], ['대파3개'], ['당근1개'], ['소금50g'], ['설탕50g'], ['후추50g'], ['참기름조금'], ['미림조금']]"
토마토 콩나물 프리타타 만들기 - 방울 토마토요리,http://www.10000recipe.com/recipe/7005879,"[['방울토마토200g'], ['계란4개'], ['새우100g'], ['깻잎5장'], ['모짜렐라치즈100g'], ['우유100ml'], ['체다치즈2장'], ['콩나물150g'], ['버터1큰술'], ['맛술1큰술'], ['소금1작은술'], ['후추톡톡']]"
콩나물 김치죽 간편하게 만들어 드세요.,http://www.10000recipe.com/recipe/7005880,"[['콩나물100g'], ['오징어1마리'], ['찬밥250g'], ['김치100g'], ['양파1/4쪽'], ['버섯1개'], ['당근1쪽'], ['참기름1T'], ['통깨1T'], ['김가루100g'], ['물1L'], ['소금1T'], ['치킨파우더1t']]"
편스토랑 찬또 이찬원 불닭장조림비빔밥 한그릇요리 불닭장조림활용 장조림국물요리 feat. 단무지 불닭장조림마요소스,http://www.10000recipe.com/recipe/7005881,"[['밥1공기'], ['장조림불닭맛'], ['단무지'], ['쪽파'], ['달걀2개'], ['우유3T'], ['소금1꼬집'], ['장조림국물3T'], ['마요네즈2T'], ['설탕1/2t'], ['불닭소스2/3t'], ['청양고추1개']]"
부러지지 않고 고슬고슬한 [감자채볶음],http://www.10000recipe.com/recipe/7005882,"[['감자4kg'], ['슬라이스햄1kg'], ['당근1개'], ['파1개'], ['소금150g'], ['후추50g'], ['참기름100g']]"
차돌 배추 된장국 간단 레시피 / 냉털요리,http://www.10000recipe.com/recipe/7005883,"[['알배추1/2통'], ['쇠고기차돌100g'], ['된장2큰술'], ['두부1/4모'], ['양파1/4쪽'], ['대파1/4쪽'], ['청양고추1개'], ['다진마늘1t'], ['고추가루1t']]"
토마토 라면볶음 볶음라면 만들기 - 방울토마토 요리,http://www.10000recipe.com/recipe/7005884,"[['방울토마토200g'], ['라면사리2개'], ['소세지1개'], ['양파150g'], ['홍고추1개'], ['청고추1개'], ['올리브오일2큰술'], ['물1L'], ['굴소스2큰술'], ['케찹1큰술'], ['핫소스1큰술'], ['매실청2큰술'], ['맛술2큰술'], ['후추톡톡'], ['파슬리가루톡톡']]"
한끼 든든한 대패삼겹살 달걀덮밥 레시피,http://www.10000recipe.com/recipe/7005885,"[['대패삼겹살250g'], ['계란2개'], ['파1대'], ['밥1공기'], ['간장3스푼'], ['설탕2스푼'], ['맛술2스푼'], ['다진마늘1스푼'], ['물2스푼'], ['후추약간']]"
전자레인지요리 초간단 전자레인지계란찜 우유계란찜/통조림달걀찜,http://www.10000recipe.com/recipe/7005886,"[['계란2개'], ['우유160ml'], ['물120ml'], ['맛술1스푼'], ['소금4꼬집'], ['햄5g'], ['부추3g'], ['케첩약간']]"
간식으로 좋은 귀여운 리본빵 만들기,http://www.10000recipe.com/recipe/7005887,"[['강력분375g'], ['설탕20g'], ['소금4g'], ['물110g'], ['우유90g'], ['세미드라이이스트4g'], ['계란45g'], ['버터35g']]"
르방 없이 소량의 이스트로 쇼콜라 캄파뉴 만들기,http://www.10000recipe.com/recipe/7005888,"[['강력분500g'], ['코코아파우더30g'], ['소금12g'], ['폴리쉬280g'], ['물310g'], ['조정수50g'], ['세미드라이이스트3g'], ['올리브유30g'], ['초코칩200g'], ['호두'], ['피칸분태80g'], ['강력분300g'], ['물300g'], ['세미드라이이스트1.5g']]"
고소한 보양식 전복솥밥 전복내장밥 간단레시피,http://www.10000recipe.com/recipe/7005889,"[['쌀2컵'], ['다시마1장'], ['전복중사이즈5-7개'], ['간장0.5큰술'], ['맛술1큰술'], ['참기름2큰술'], ['버터취향껏'], ['다진마늘1큰술'], ['고춧가루0.5큰술'], ['참기름1큰술'], ['통깨1큰술'], ['진간장4큰술'], ['물1큰술']]"
편식하는아이 반찬으로 딱 좋은 당근라페 치즈전 만들기,http://www.10000recipe.com/recipe/7005890,"[['당근중사이즈1개'], ['부침가루2큰술'], ['물1/4컵'], ['소금1/3컵'], ['체다치즈1장'], ['모짜렐라치즈약간']]"
신혼밥상 밥도둑 황태 요리 - 진한 육수 황태국 황금 레시피-!!!,http://www.10000recipe.com/recipe/7005891,"[['황태포'], ['사골육수'], ['콩나물'], ['청량고추'], ['계란'], ['대파'], ['멸치액젖'], ['미림'], ['참기름'], ['국간장'], ['연두'], ['다진마늘']]"
"묵은지 닭찜~~밥 반찬,술안주로 아주 좋아요",http://www.10000recipe.com/recipe/7005892,"[['닭볶음용1.2kg'], ['묵은지2쪽'], ['다진마늘2스푼'], ['청양고추6개'], ['양파2개'], ['후추적당히'], ['참치액젓또는국간장1~2스푼'], ['대파1대']]"
삼계탕 닭볶음탕용 삼계탕 전복 삼계탕,http://www.10000recipe.com/recipe/7005894,"[['닭볶음탕용1팩'], ['전복6마리'], ['인삼3뿌리'], ['밤1줌'], ['대추18개'], ['통마늘1줌'], ['부추1줌']]"
알리오올리오,http://www.10000recipe.com/recipe/7005895,"[['편마늘한국인스럽게'], ['올리브유취향껏'], ['스파게티면양껏'], ['새우먹고싶은만큼'], ['치킨스톡1바퀴'], ['소금1아빠숟가락'], ['페페론치노선택2~3개']]"
신혼술상 양배추 요리 - 냉장고속재료 털어 만드는 홈메이드 오코노미야끼,http://www.10000recipe.com/recipe/7005896,"[['양배추'], ['양파'], ['숙주'], ['오징어'], ['조개'], ['돼지고기또는베이컨적당량'], ['새우'], ['가쓰오부시'], ['부침가루'], ['계란'], ['물'], ['소금'], ['돈까스소스'], ['마요네즈']]"
냉장고속 남은야채로 새콤달콤 수제피클 만들기,http://www.10000recipe.com/recipe/7005897,"[['당근'], ['양파'], ['무'], ['브로콜리'], ['비트'], ['식초'], ['물'], ['설탕'], ['피클링스파이스'], ['월계수잎']]"
영화 기생충 짜파구리 레시피 (한우채끝살 짜파구리),http://www.10000recipe.com/recipe/7005898,"[['소고기200g'], ['짜파게티2개'], ['너구리1개'], ['트러플오일적당량']]"
간단한 '무조림' 레시피! 밑반찬으로 좋아요,http://www.10000recipe.com/recipe/7005899,"[['무1/2개'], ['진간장6T'], ['참기름약간'], ['다진마늘1/3T'], ['파1T'], ['설탕0.5T'], ['고춧가루1T'], ['깨0.5T'], ['물1/2컵']]"
